0	2	500	1	618	10	85	0	36	6	0	0
1	0	813	0	552	4	119	0	43	48	119	1
3	0	350	0	488	12	66	0	43	0	0	1
1	0	1530	0	381	1	398	0	28	48	0	1
0	0	688	1	396	10	60	0	49	72	0	1
1	0	888	1	348	10	51	0	50	6	0	0
1	0	360	1	456	6	100	0	27	6	0	0
0	0	480	1	786	10	108	0	36	6	0	1
1	0	307	1	392	10	57	0	36	6	0	0
1	0	375	0	466	12	63	1	20	60	0	1
0	0	330	1	456	12	62	0	29	6	0	0
0	0	1500	0	507	8	90	0	29	0	0	1
0	0	1627	1	449	12	55	0	39	0	0	0
0	0	469	0	345	6	58	0	43	0	0	1
0	0	4000	1	1199	12	141	0	32	6	0	0
1	0	650	1	519	12	70	0	64	6	0	0
1	0	500	1	365	3	145	0	30	6	0	0
0	0	3000	1	396	10	60	1	37	36	0	0
0	0	600	1	439	10	67	0	57	6	0	0
0	0	1200	1	961	12	129	0	58	6	0	0
1	0	1000	0	545	9	89	0	31	6	0	1
1	0	337	0	341	6	58	0	26	48	0	1
3	0	490	0	599	10	91	0	53	0	0	1
0	0	1000	1	1059	4	192	0	39	6	400	0
1	0	750	1	429	10	60	0	20	6	0	1
1	0	800	0	568	10	87	1	32	12	0	1
0	2	600	1	332	5	80	0	26	6	0	0
3	0	635	0	399	6	83	0	60	48	0	0
0	0	3000	1	492	10	71	0	43	6	0	0
0	0	600	1	410	10	62	0	40	6	0	0
0	0	1000	1	470	6	100	0	47	6	0	0
3	0	1227	0	900	12	122	0	69	180	0	0
0	0	480	0	495	9	60	0	23	6	60	1
1	0	400	0	700	12	95	1	25	96	0	1
1	0	1000	0	327	2	177	0	32	48	0	1
0	0	330	1	505	10	70	0	41	6	0	0
1	0	320	0	466	12	63	0	31	6	0	1
0	0	600	0	487	5	119	0	55	0	0	0
0	0	2500	1	849	10	117	0	29	6	0	1
0	0	648	0	496	12	68	1	26	120	0	1
0	0	380	1	429	10	60	0	30	6	0	0
0	2	727	1	906	6	192	0	40	6	0	0
0	0	750	1	972	10	147	0	41	6	0	0
0	0	554	0	954	10	110	0	34	0	229	1
0	0	1524	0	539	6	110	0	63	48	0	0
0	0	920	0	646	6	143	0	66	48	0	0
0	3	1200	1	506	6	109	0	47	6	0	0
1	0	370	0	373	10	58	0	31	96	0	1
0	0	400	0	496	10	52	0	33	6	100	1
0	0	1400	1	665	12	93	0	31	6	0	0
0	0	390	0	428	8	73	0	62	48	0	0
1	0	801	0	561	6	94	0	23	48	0	1
0	0	1100	0	899	4	210	0	61	0	210	0
1	1	400	1	576	10	72	0	33	6	0	1
0	5	400	1	429	12	58	0	59	6	0	0
0	0	600	0	805	12	109	0	40	36	0	1
1	0	480	0	470	9	78	0	22	9	0	1
0	0	600	0	343	10	52	0	43	96	0	1
1	0	2900	0	380	1	397	0	39	48	0	1
0	0	1800	0	604	10	92	1	27	15	0	1
0	0	938	1	525	10	76	0	30	6	0	0
0	0	800	1	376	10	57	0	49	6	0	0
0	0	1900	0	1598	6	355	0	41	0	0	1
0	0	360	0	331	4	69	0	34	6	100	1
0	0	380	1	470	6	100	0	32	6	0	0
1	0	400	0	530	9	75	0	31	12	75	1
0	0	550	1	639	10	88	0	36	6	0	0
1	0	630	1	433	10	66	0	29	6	0	0
0	2	605	1	316	6	70	0	26	6	0	0
0	0	800	1	799	12	109	1	49	240	0	1
0	0	507	1	576	9	95	0	45	6	0	0
0	2	1500	1	618	10	89	0	37	6	0	1
0	0	700	1	647	6	150	0	40	180	0	0
0	0	700	0	857	12	116	0	48	0	0	1
0	0	449	0	445	12	60	0	54	6	0	1
